node1,http://id.nlm.nih.gov/mesh/D000180,http://id.nlm.nih.gov/mesh/D001697,http://id.nlm.nih.gov/mesh/D001704,http://id.nlm.nih.gov/mesh/D002327,http://id.nlm.nih.gov/mesh/D002686,http://id.nlm.nih.gov/mesh/D003738,http://id.nlm.nih.gov/mesh/D003764,http://id.nlm.nih.gov/mesh/D004132,http://id.nlm.nih.gov/mesh/D004958,http://id.nlm.nih.gov/mesh/D004964,http://id.nlm.nih.gov/mesh/D004970,http://id.nlm.nih.gov/mesh/D004997,http://id.nlm.nih.gov/mesh/D006728,http://id.nlm.nih.gov/mesh/D006730,http://id.nlm.nih.gov/mesh/D007301,http://id.nlm.nih.gov/mesh/D007447,http://id.nlm.nih.gov/mesh/D007605,http://id.nlm.nih.gov/mesh/D008726,http://id.nlm.nih.gov/mesh/D008768,http://id.nlm.nih.gov/mesh/D010969,http://id.nlm.nih.gov/mesh/D011108,http://id.nlm.nih.gov/mesh/D011109,http://id.nlm.nih.gov/mesh/D011145,http://id.nlm.nih.gov/mesh/D011205,http://id.nlm.nih.gov/mesh/D011206,http://id.nlm.nih.gov/mesh/D011374,http://id.nlm.nih.gov/mesh/D012117,http://id.nlm.nih.gov/mesh/D012739,http://id.nlm.nih.gov/mesh/D012969,http://id.nlm.nih.gov/mesh/D015036,http://id.nlm.nih.gov/mesh/D020011,http://id.nlm.nih.gov/mesh/D020164,http://id.nlm.nih.gov/mesh/D020228,http://id.nlm.nih.gov/mesh/D020313,http://id.nlm.nih.gov/mesh/D020366,http://id.nlm.nih.gov/mesh/D042341,http://id.nlm.nih.gov/mesh/D042782,http://id.nlm.nih.gov/mesh/D045166,http://id.nlm.nih.gov/mesh/D045167,http://id.nlm.nih.gov/mesh/D045505,http://id.nlm.nih.gov/mesh/D048271
http://id.nlm.nih.gov/mesh/D004970,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.48999999999999994,0.48999999999999994,1.0,0.48999999999999994,0.16806999999999994,0.11764899999999996,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.3429999999999999,0.04035360699999998,0.3429999999999999,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.05764800999999997,0.04035360699999998,0.04035360699999998,0.24009999999999995,0.48999999999999994,0.48999999999999994,0.3429999999999999,0.08235429999999996,0.04035360699999998
http://id.nlm.nih.gov/mesh/D004997,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.48999999999999994,0.48999999999999994,0.48999999999999994,1.0,0.16806999999999994,0.11764899999999996,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.3429999999999999,0.04035360699999998,0.3429999999999999,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.05764800999999997,0.04035360699999998,0.04035360699999998,0.24009999999999995,0.7,0.48999999999999994,0.3429999999999999,0.08235429999999996,0.04035360699999998
http://id.nlm.nih.gov/mesh/D006728,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,1.0,0.11764899999999996,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.04035360699999998,0.16806999999999994,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.05764800999999997,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.08235429999999996,0.04035360699999998
http://id.nlm.nih.gov/mesh/D006730,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.11764899999999996,0.11764899999999996,0.11764899999999996,0.11764899999999996,0.11764899999999996,0.11764899999999996,1.0,0.11764899999999996,0.11764899999999996,0.11764899999999996,0.11764899999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.11764899999999996,0.04035360699999998,0.11764899999999996,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.05764800999999997,0.04035360699999998,0.04035360699999998,0.11764899999999996,0.11764899999999996,0.11764899999999996,0.11764899999999996,0.08235429999999996,0.04035360699999998
http://id.nlm.nih.gov/mesh/D007301,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.3429999999999999,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.11764899999999996,1.0,0.24009999999999995,0.3429999999999999,0.3429999999999999,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.04035360699999998,0.16806999999999994,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.05764800999999997,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.08235429999999996,0.04035360699999998
http://id.nlm.nih.gov/mesh/D007447,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.24009999999999995,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.11764899999999996,0.24009999999999995,1.0,0.24009999999999995,0.24009999999999995,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.04035360699999998,0.16806999999999994,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.05764800999999997,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.08235429999999996,0.04035360699999998
http://id.nlm.nih.gov/mesh/D007605,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.48999999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.11764899999999996,0.3429999999999999,0.24009999999999995,1.0,0.48999999999999994,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.04035360699999998,0.16806999999999994,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.05764800999999997,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.08235429999999996,0.04035360699999998
http://id.nlm.nih.gov/mesh/D008726,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.48999999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.11764899999999996,0.3429999999999999,0.24009999999999995,0.48999999999999994,1.0,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.04035360699999998,0.16806999999999994,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.05764800999999997,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.08235429999999996,0.04035360699999998
http://id.nlm.nih.gov/mesh/D008768,0.3429999999999999,0.08235429999999996,0.11764899999999996,0.04035360699999998,0.11764899999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,1.0,0.16806999999999994,0.11764899999999996,0.48999999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.04035360699999998,0.24009999999999995,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.05764800999999997,0.7,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.11764899999999996
http://id.nlm.nih.gov/mesh/D010969,0.16806999999999994,0.08235429999999996,0.11764899999999996,0.04035360699999998,0.11764899999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,1.0,0.11764899999999996,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.04035360699999998,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.05764800999999997,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.11764899999999996
http://id.nlm.nih.gov/mesh/D011108,0.11764899999999996,0.08235429999999996,0.11764899999999996,0.04035360699999998,0.11764899999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.11764899999999996,0.11764899999999996,1.0,0.11764899999999996,0.11764899999999996,0.11764899999999996,0.11764899999999996,0.04035360699999998,0.11764899999999996,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.05764800999999997,0.11764899999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.11764899999999996
http://id.nlm.nih.gov/mesh/D011109,0.3429999999999999,0.08235429999999996,0.11764899999999996,0.04035360699999998,0.11764899999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.48999999999999994,0.16806999999999994,0.11764899999999996,1.0,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.04035360699999998,0.24009999999999995,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.05764800999999997,0.48999999999999994,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.11764899999999996
http://id.nlm.nih.gov/mesh/D011145,0.16806999999999994,0.08235429999999996,0.11764899999999996,0.04035360699999998,0.11764899999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.16806999999999994,0.11764899999999996,0.16806999999999994,1.0,0.24009999999999995,0.24009999999999995,0.04035360699999998,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.05764800999999997,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.11764899999999996
http://id.nlm.nih.gov/mesh/D011205,0.16806999999999994,0.08235429999999996,0.11764899999999996,0.04035360699999998,0.11764899999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.16806999999999994,0.11764899999999996,0.16806999999999994,0.24009999999999995,1.0,0.3429999999999999,0.04035360699999998,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.05764800999999997,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.11764899999999996
http://id.nlm.nih.gov/mesh/D011206,0.16806999999999994,0.08235429999999996,0.11764899999999996,0.04035360699999998,0.11764899999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.16806999999999994,0.11764899999999996,0.16806999999999994,0.24009999999999995,0.3429999999999999,1.0,0.04035360699999998,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.05764800999999997,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.11764899999999996
http://id.nlm.nih.gov/mesh/D011374,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.16806999999999994,0.11764899999999996,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,1.0,0.04035360699999998,0.3429999999999999,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.05764800999999997,0.04035360699999998,0.04035360699999998,0.24009999999999995,0.3429999999999999,0.3429999999999999,0.48999999999999994,0.08235429999999996,0.04035360699999998
http://id.nlm.nih.gov/mesh/D012117,0.24009999999999995,0.08235429999999996,0.11764899999999996,0.04035360699999998,0.11764899999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.24009999999999995,0.16806999999999994,0.11764899999999996,0.24009999999999995,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.04035360699999998,1.0,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.05764800999999997,0.24009999999999995,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.11764899999999996
http://id.nlm.nih.gov/mesh/D012739,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.16806999999999994,0.11764899999999996,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.3429999999999999,0.04035360699999998,1.0,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.05764800999999997,0.04035360699999998,0.04035360699999998,0.24009999999999995,0.3429999999999999,0.3429999999999999,0.3429999999999999,0.08235429999999996,0.04035360699999998
http://id.nlm.nih.gov/mesh/D012969,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.16806999999999994,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.08235429999999996,1.0,0.04035360699999998,0.11764899999999996,0.04035360699999998,0.05764800999999997,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998
http://id.nlm.nih.gov/mesh/D015036,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.16806999999999994,0.11764899999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.04035360699999998,1.0,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.05764800999999997,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996
http://id.nlm.nih.gov/mesh/D020011,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.11764899999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.04035360699999998,0.08235429999999996,0.11764899999999996,0.04035360699999998,1.0,0.04035360699999998,0.05764800999999997,0.04035360699999998,0.04035360699999998,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.08235429999999996,0.04035360699999998
